fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20220928 022336	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	700429	0.052184212757919	0.408236036148933	1217	375	7316	27370000	158
20220928 023005	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1199	TRUE	700429	0.00505610533507593	0.456423125713054	3274	432	7934	27020000	159
20220928 023038	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	60	TRUE	700429	0.100761414544288	0.461414702816631	5349	854	7820	26600000	160
20220928 023111	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	45	TRUE	700429	0.0686074226727044	0.671472439480631	1370	422	8046	26550000	161
20220928 023316	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	302	TRUE	700429	0.0145112568497627	0.68663278056334	1179	449	8474	26980000	162
20220928 023352	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	66	TRUE	700429	0.0771088213166108	0.454029236833127	3307	964	8584	26920000	163
20220928 023441	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	162	TRUE	700429	0.0747291600045516	0.401427141577828	3909	325	10537	26450000	164
20220928 023516	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	128	TRUE	700429	0.0515847460088231	0.74299596026314	5556	313	8171	27340000	165
20220928 023547	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	32	TRUE	700429	0.0859427943948497	0.490895301267449	1402	468	10296	26690000	166
20220928 023639	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	121	TRUE	700429	0.0754246763737606	0.495158909306847	1269	735	8322	27360000	167
20220928 023719	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	67	TRUE	700429	0.0735174454105409	0.436693941184827	1145	599	9731	26940000	168
20220928 023850	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	176	TRUE	700429	0.0246664910109165	0.547135981426548	1295	749	8248	27270000	169
20220928 024452	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1016	TRUE	700429	0.00652503560434945	0.498304436797187	1578	339	5366	25110000	170
20220928 024614	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	197	TRUE	700429	0.0295906338702775	0.400842206368375	1910	314	8323	27600000	171
20220928 024643	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	53	TRUE	700429	0.128968304110759	0.407264561526654	1145	745	7446	26870000	172
20220928 024705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	31	TRUE	700429	0.0997286279762594	0.67466460623648	4265	286	10688	25750000	173
20220928 024734	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	35	TRUE	700429	0.0783030547294731	0.520431177892536	2871	221	12019	25570000	174
20220928 024827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	182	TRUE	700429	0.0740170136234239	0.610185981448801	1785	490	11586	26190000	175
20220928 024848	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	23	TRUE	700429	0.147670291958697	0.444871173915453	2621	534	8444	26720000	176
20220928 024907	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	32	TRUE	700429	0.137163127348258	0.722865722729545	2722	394	7617	26210000	177
20220928 025025	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	700429	0.0230473104835418	0.535696110485867	6367	260	11453	25900000	178
20220928 025125	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	136	TRUE	700429	0.0411783375654044	0.595964040458296	5537	585	5478	24810000	179
20220928 025204	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	164	TRUE	700429	0.0753105264747911	0.770395719586872	4517	655	7468	26350000	180
20220928 025248	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	75	TRUE	700429	0.0458098312871341	0.413605856606075	1948	745	5331	24940000	181
20220928 025314	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	69	TRUE	700429	0.119827031773149	0.747873838869762	3938	1016	8675	26970000	182
20220928 025403	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	136	TRUE	700429	0.0664779245334316	0.468799434116948	2266	332	13779	24050000	183
20220928 025508	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	145	TRUE	700429	0.039451163253945	0.434113904495218	1348	529	9908	27070000	184
20220928 025613	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	133	TRUE	700429	0.0331344126079445	0.403066180051606	2529	991	9114	27060000	185
20220928 025734	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	147	TRUE	700429	0.0258694041970937	0.593134010208752	1000	200	8677	27530000	186
20220928 025847	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	151	TRUE	700429	0.0336476108269868	0.586328406943775	1028	259	8224	27480000	187
20220928 025957	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	167	TRUE	700429	0.0318743623891025	0.721790431056707	1151	828	10043	27280000	188
20220928 030436	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	642	TRUE	700429	0.00595680876717789	0.636801702571161	1107	400	9522	26880000	189
20220928 030521	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	70	TRUE	700429	0.0494383785893624	0.794174698479922	1024	993	9777	26450000	190
20220928 030931	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	898	TRUE	700429	0.00866711707876815	0.797036703466034	1711	847	8740	27320000	191
20220928 031007	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	66	TRUE	700429	0.103688152744657	0.400789777718102	1052	735	8602	26560000	192
20220928 031114	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	151	TRUE	700429	0.0419517350954507	0.459897606261729	1364	741	8492	27420000	193
20220928 031241	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	263	TRUE	700429	0.0419123444931117	0.403314321248303	1060	442	5007	24390000	194
20220928 031657	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	983	TRUE	700429	0.0139025789918026	0.744567271080828	1089	876	14618	23890000	195
20220928 031739	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	161	TRUE	700429	0.0505092950675506	0.733919428047882	7804	760	7917	26810000	196
20220928 031816	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	58	TRUE	700429	0.0803522996507508	0.479034944128161	1403	439	14964	23360000	197
20220928 032553	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1788	TRUE	700429	0.00503114011344621	0.549502911809017	7964	959	7720	26880000	198
20220928 032623	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	71	TRUE	700429	0.0622707464778753	0.797502298660479	3866	713	7849	26630000	199
20220928 032708	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	133	TRUE	700429	0.0314019012463808	0.786226217106039	6091	886	5034	24020000	200
20220928 032806	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	130	TRUE	700429	0.0423834383621043	0.441237280454673	4103	455	7164	26640000	201
20220928 033356	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	837	TRUE	700429	0.00592765275992696	0.414104722368462	1009	910	9139	27570000	202
20220928 033447	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	172	TRUE	700429	0.0730706629419699	0.516635329734627	7759	531	9864	26840000	203
20220928 033535	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	262	TRUE	700429	0.0543687021598115	0.742482620112505	7434	598	7785	26590000	204
20220928 033708	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	178	TRUE	700429	0.0481175777391333	0.466272922068276	5222	510	13144	25080000	205
20220928 033821	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	364	TRUE	700429	0.0264446079958335	0.64125082105631	7801	420	8987	27550000	206
20220928 033853	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	92	TRUE	700429	0.0817112710748997	0.735176071528532	6024	359	13792	24900000	207
20220928 033917	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	74	TRUE	700429	0.122230608062362	0.740151983102464	7894	943	8829	27070000	208
20220928 033949	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	80	TRUE	700429	0.129846546154437	0.509588070231676	4051	670	10736	26530000	209
20220928 034026	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	114	TRUE	700429	0.134502251424829	0.425659481812548	5313	651	11689	25750000	210
20220928 034108	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	45	TRUE	700429	0.0597895479755569	0.503114660611749	1171	946	5492	24620000	211
20220928 034150	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	114	TRUE	700429	0.125874357000827	0.577338483409397	1386	676	14157	24330000	212
20220928 034212	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	40	TRUE	700429	0.142855390038231	0.683417434134427	3110	964	5109	24270000	213
20220928 034253	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	126	TRUE	700429	0.0681725248890847	0.583971954650059	3868	200	14597	23370000	214
20220928 034415	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	392	TRUE	700429	0.0197128776861963	0.682690479019299	7966	475	9562	27040000	215
20220928 034449	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	121	TRUE	700429	0.0684650569862071	0.771072246949725	6075	799	7892	27180000	216
20220928 034526	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	93	TRUE	700429	0.118315382318729	0.539168937229373	4021	792	9147	27310000	217
20220928 034607	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	131	TRUE	700429	0.12345378024631	0.511936532441152	7619	667	8663	27560000	218
20220928 034706	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	312	TRUE	700429	0.0538981584358145	0.636744881843403	5504	268	10996	26330000	219
20220928 034740	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	93	TRUE	700429	0.118733675303269	0.427629586342964	4978	570	9284	26720000	220
20220928 034802	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	50	TRUE	700429	0.125095417777772	0.784331257260337	4475	719	8974	26140000	221
20220928 034828	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	43	TRUE	700429	0.119766367813199	0.424382032245357	7934	771	7933	26460000	222
20220928 034942	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	188	TRUE	700429	0.0378135991993939	0.571166375533835	2607	438	9623	27240000	223
20220928 035009	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	78	TRUE	700429	0.0690318078381084	0.621920571619008	6984	378	9619	26530000	224
20220928 035041	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	112	TRUE	700429	0.0761879985735512	0.607799457719346	5855	740	9494	26860000	225
20220928 035109	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	65	TRUE	700429	0.131579833685751	0.400985421940855	7390	621	8505	26910000	226
20220928 035146	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	55	TRUE	700429	0.0790189614113431	0.765321879022567	1004	843	7867	25710000	227
20220928 035225	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	86	TRUE	700429	0.0682958589786462	0.400649568237649	5402	764	7938	27090000	228
20220928 035354	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	285	TRUE	700429	0.031648741431272	0.72471863827649	1160	789	8957	27450000	229
20220928 035421	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	31	TRUE	700429	0.122245792336018	0.406446248297208	2406	911	9341	26520000	230
20220928 035507	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	144	TRUE	700429	0.0826291271385583	0.407419318973447	3032	583	8158	27050000	231
20220928 035541	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	62	TRUE	700429	0.0899393699129175	0.526698711974453	7339	416	8256	26770000	232
20220928 035624	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	155	TRUE	700429	0.112646764402764	0.531585574081409	7970	686	9718	27050000	233
20220928 035848	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	517	TRUE	700429	0.0355106703655125	0.441458797708519	1264	781	10766	26710000	234
20220928 035939	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	77	TRUE	700429	0.0554556044047596	0.701774141768344	1003	201	9104	27320000	235
20220928 040007	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	48	TRUE	700429	0.0806582833829046	0.799673200445051	2073	205	8802	26320000	236
20220928 040251	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	598	TRUE	700429	0.0131234938032797	0.431953347033736	7718	414	9068	27470000	237
20220928 040337	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	700429	0.0489257184244847	0.641228294470786	1805	428	8204	27360000	238
20220928 040428	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	182	TRUE	700429	0.0677714641968111	0.429197348634979	7088	1023	10151	26260000	239
20220928 040525	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	145	TRUE	700429	0.0567744290024812	0.500183740354645	2392	266	7162	26320000	240
20220928 040551	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	35	TRUE	700429	0.116461202169354	0.438830963963814	2187	652	8413	26220000	241
20220928 040626	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	148	TRUE	700429	0.115252448184335	0.769003163572005	6538	862	10140	26360000	242
20220928 040721	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	241	TRUE	700429	0.124853127720992	0.430866374084029	7998	431	8530	27020000	243
20220928 040808	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	160	TRUE	700429	0.0887287698823194	0.403995312877275	7904	221	9280	27440000	244
20220928 041227	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	848	TRUE	700429	0.00602995314819203	0.604835067716051	3057	681	9116	26810000	245
20220928 041355	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	439	TRUE	700429	0.0232861828229647	0.775335942475188	7957	262	8075	26730000	246
20220928 041441	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	166	TRUE	700429	0.104755619188251	0.407541074714344	7873	232	8888	26550000	247
20220928 041518	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	104	TRUE	700429	0.0907495373096994	0.407953305602914	6400	200	7372	26860000	248
20220928 041547	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	87	TRUE	700429	0.0696208414293742	0.648900540819694	7029	1023	7790	26820000	249
20220928 041626	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	72	TRUE	700429	0.0922383716123572	0.428650489846222	1379	301	8963	27520000	250
20220928 041705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	60	TRUE	700429	0.0628264804283627	0.73896025525536	1308	243	10137	26610000	251
20220928 041749	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	167	TRUE	700429	0.124269045099226	0.561440004357765	7981	483	10191	26980000	252
20220928 041905	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	222	TRUE	700429	0.0894558125893044	0.517758390022924	1048	200	9175	27090000	253
20220928 041946	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	71	TRUE	700429	0.0987038600337174	0.467944071836387	1150	341	7559	26810000	254
20220928 042026	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	141	TRUE	700429	0.117583171131569	0.400243059205585	6881	365	9361	27280000	255
20220928 042142	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	347	TRUE	700429	0.0255313085851557	0.799615641560594	7236	515	8459	27090000	256
20220928 042215	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	53	TRUE	700429	0.108765283878712	0.401393536476917	2796	418	9760	26160000	257
20220928 042651	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	963	TRUE	700429	0.00584825392570732	0.692185309847995	2695	983	9023	26920000	258
20220928 043010	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1061	TRUE	700429	0.00924731734850923	0.796478847146581	7895	736	7826	26750000	259
20220928 043046	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	140	TRUE	700429	0.0647379967028613	0.788274256488006	7443	807	9921	27040000	260
20220928 043113	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	51	TRUE	700429	0.123667961825666	0.577848484712922	7688	328	8484	26560000	261
20220928 043156	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	152	TRUE	700429	0.123704394426104	0.43430520110797	7275	734	9751	26660000	262
20220928 043343	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	302	TRUE	700429	0.0219385466959029	0.421353688900696	2535	423	9384	27880000	263
20220928 043425	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	700429	0.0931752028045317	0.408176274434899	7555	342	9167	27270000	264
20220928 043551	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	247	TRUE	700429	0.0281436601723629	0.420265411575702	2868	635	9348	27550000	265
20220928 043738	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	344	TRUE	700429	0.0243199853273746	0.478877782482989	5913	560	9851	26940000	266
20220928 043820	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	70	TRUE	700429	0.0680963900634504	0.774061192107646	1456	561	10216	26370000	267
20220928 043857	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	76	TRUE	700429	0.0379617101017546	0.796581003013123	5314	956	11141	25640000	268
20220928 043927	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	39	TRUE	700429	0.149611443886621	0.40035554967875	1375	303	8590	26420000	269
20220928 044002	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	103	TRUE	700429	0.126362228181443	0.562260844228399	7829	602	7270	26020000	270
