fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221021 204718	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	142	1	1	1	0.1	50	0.5	FALSE	102191	0.0634752381363302	0.657162281770585	4820	683	0.0473452538357168	9668	28344000	34
20221021 204908	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	219	1	1	1	0.1	50	0.5	FALSE	102191	0.0642278648672171	0.201777232645592	2373	1456	0.049692939785166	8317	29126000	35
20221021 205023	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	105	1	1	1	0.1	50	0.5	FALSE	102191	0.0766950223730994	0.79829904567888	3888	777	0.0457850384265829	9808	27904000	36
20221021 205208	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	219	1	1	1	0.1	50	0.5	FALSE	102191	0.0475658436083631	0.205213550247159	5717	1130	0.0507732223431757	9268	28184000	37
20221021 205714	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	670	1	1	1	0.1	50	0.5	FALSE	102191	0.0159692756019032	0.40056242566742	7004	557	0.0609117731343326	8030	28420000	38
20221021 205948	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	292	1	1	1	0.1	50	0.5	FALSE	102191	0.0708437318012887	0.455426771951746	7452	383	0.0508368305687519	9017	27886000	39
20221021 210156	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	256	1	1	1	0.1	50	0.5	FALSE	102191	0.0367806697398343	0.228021957187494	3802	1330	0.0532016945998902	8992	28336000	40
20221021 210634	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	585	1	1	1	0.1	50	0.5	FALSE	102191	0.0207744753118826	0.583857080332888	7169	1358	0.0600842270194852	8082	28476000	41
20221021 210833	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	158	1	1	1	0.1	50	0.5	FALSE	102191	0.0616143376926763	0.408464394145552	7963	1516	0.0614231769543595	7991	28258000	42
20221021 211324	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	858	1	1	1	0.1	50	0.5	FALSE	102191	0.0174901517540705	0.278681575786602	7943	963	0.059016176051268	8190	28900000	43
20221021 211601	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	361	1	1	1	0.1	50	0.5	FALSE	102191	0.0436868935635698	0.316463400366763	7253	386	0.0567668119415719	8694	28292000	44
20221021 211712	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	77	1	1	1	0.1	50	0.5	FALSE	102191	0.0762870577734383	0.767489610348502	3781	870	0.0516880367186162	8727	28146000	45
20221021 211939	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	273	1	1	1	0.1	50	0.5	FALSE	102191	0.0425634541864612	0.596472922273492	7562	1828	0.0616698196445564	7802	28636000	46
20221021 212239	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	329	1	1	1	0.1	50	0.5	FALSE	102191	0.0641818554021791	0.501446118478151	4790	1778	0.040040782683939	10424	27952000	47
20221021 212526	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	564	1	1	1	0.1	50	0.5	FALSE	102191	0.0192549046862207	0.704824405631144	7542	983	0.0592253440556122	8084	28472000	48
20221021 212755	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	336	1	1	1	0.1	50	0.5	FALSE	102191	0.0477568302251375	0.269000879557384	3950	1136	0.0498088160001717	8700	28680000	49
20221021 213002	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	184	1	1	1	0.1	50	0.5	FALSE	102191	0.0805524174929282	0.316026559813926	1761	465	0.0377411652007233	9224	28192000	50
20221021 213216	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	370	1	1	1	0.1	50	0.5	FALSE	102191	0.0621520810087956	0.727742902825307	3702	1309	0.0469806186005607	7980	28680000	51
20221021 213404	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	329	1	1	1	0.1	50	0.5	FALSE	102191	0.0791274161904119	0.735768925468903	6043	1964	0.043449886448382	9620	28280000	52
20221021 213850	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	743	1	1	1	0.1	50	0.5	FALSE	102191	0.0153150444031728	0.648674044038262	2362	1244	0.0474517078676916	9061	28358000	53
20221021 214058	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	420	1	1	1	0.1	50	0.5	FALSE	102191	0.0580595540270524	0.703925112314848	6613	408	0.056494071435722	8103	27954000	54
20221021 214226	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	144	1	1	1	0.1	50	0.5	FALSE	102191	0.0468851539050345	0.653559811154613	4354	1595	0.0464672631186654	9711	28178000	55
20221021 214451	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	250	1	1	1	0.1	50	0.5	FALSE	102191	0.0560596470188547	0.442509856152302	7640	1053	0.0521746486061869	8886	28468000	56
20221021 215454	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	798	1	1	1	0.1	50	0.5	FALSE	102191	0.0138938854711375	0.243114804083668	570	2023	0.0201756246024853	8524	29672000	57
20221021 215917	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	488	1	1	1	0.1	50	0.5	FALSE	102191	0.0169855930013512	0.40416344161164	4483	408	0.0516059370264786	8891	28138000	58
20221021 220315	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	609	1	1	1	0.1	50	0.5	FALSE	102191	0.0299383930564125	0.301641944848606	7086	1360	0.059854872217952	7914	28652000	59
20221021 221050	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1533	1	1	1	0.1	50	0.5	FALSE	102191	0.0064176531711698	0.668211324077845	4561	97	0.0546606762383314	8580	28280000	60
20221021 221211	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	62	1	1	1	0.1	50	0.5	FALSE	102191	0.0860682141044887	0.723552555875108	2411	944	0.0483284141266857	9343	27554000	61
20221021 221418	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	138	1	1	1	0.1	50	0.5	FALSE	102191	0.0949660977743228	0.308168308672542	902	1323	0.0224983520556228	9212	28536000	62
20221021 221553	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	99	1	1	1	0.1	50	0.5	FALSE	102191	0.0834998057514813	0.334943790322961	3219	1632	0.0528587273571429	8766	28148000	63
20221021 221927	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	378	1	1	1	0.1	50	0.5	FALSE	102191	0.0573749884645257	0.541927572279098	2949	1404	0.0393633125458085	8593	28734000	64
20221021 222115	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	49	1	1	1	0.1	50	0.5	FALSE	102191	0.0774888384626887	0.403488026720425	1118	1196	0.0495726343087103	8795	28490000	65
20221021 222303	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	198	1	1	1	0.1	50	0.5	FALSE	102191	0.0344279330876702	0.708986005208967	4351	1522	0.0464126496824632	9695	28370000	66
20221021 222534	978	162900	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	273	1	1	1	0.1	50	0.5	FALSE	102191	0.0312081273373938	0.284412504611444	3041	1275	0.0594090313552893	8282	28236000	67
