fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221022 041004	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	597	1	1	1	0.1	50	0.5	FALSE	102191	0.0937147212608869	0.221765228831768	7903	876	0.0168616951646562	13231	23938000	54
20221022 041046	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	279	1	1	1	0.1	50	0.5	FALSE	102191	0.0644845595391339	0.364444558676425	6501	1631	0.0173142068569415	15706	22508000	55
20221022 041237	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	882	1	1	1	0.1	50	0.5	FALSE	102191	0.0812863721554563	0.552483984199585	2635	90	0.000380891177845372	15331	20298000	56
20221022 041431	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1241	1	1	1	0.1	50	0.5	FALSE	102191	0.0589596684998751	0.304103704349557	3964	165	0.00265480659410473	14017	22286000	57
20221022 041626	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1676	1	1	1	0.1	50	0.5	FALSE	102191	0.0648130285804719	0.771789970795112	5595	1776	0.00172848655457759	14607	21586000	58
20221022 041952	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1668	1	1	1	0.1	50	0.5	FALSE	102191	0.0395689646879921	0.501521000425052	1613	1507	4.79205958168859e-05	14221	21478000	59
20221022 042103	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	584	1	1	1	0.1	50	0.5	FALSE	102191	0.0709252070094587	0.378575200769072	6150	1767	0.0135353510090211	14571	22778000	60
20221022 042313	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1181	1	1	1	0.1	50	0.5	FALSE	102191	0.0498415315258387	0.302202479387447	1258	1226	3.63133697506578e-05	13935	21330000	61
20221022 042434	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	530	1	1	1	0.1	50	0.5	FALSE	102191	0.094989504359935	0.749402422257047	812	706	2.7408343306347e-06	14945	21630000	62
20221022 042816	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2389	1	1	1	0.1	50	0.5	FALSE	102191	0.0169954512227664	0.783030019798409	2031	1004	0.00101629619681847	15516	21608000	63
20221022 043031	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1359	1	1	1	0.1	50	0.5	FALSE	102191	0.0683274095899321	0.431567207741877	4650	1191	0.00157129531666193	15808	20464000	64
20221022 043246	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1530	1	1	1	0.1	50	0.5	FALSE	102191	0.0542485950208642	0.765199898275128	2689	316	0.000169712857608359	14706	21068000	65
20221022 043427	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	974	1	1	1	0.1	50	0.5	FALSE	102191	0.0478376132814388	0.302631448814087	1826	66	0.00109662812392105	13918	22484000	66
20221022 043506	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	200	1	1	1	0.1	50	0.5	FALSE	102191	0.0909310982827889	0.445125237721298	4310	60	0.0163327474009987	14744	22912000	67
20221022 043735	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1401	1	1	1	0.1	50	0.5	FALSE	102191	0.0509575709381001	0.43800757415737	2951	424	0.000922847283066613	13577	22526000	68
20221022 043846	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	129	1	1	1	0.1	50	0.5	FALSE	102191	0.0259918171173742	0.250287793202326	247	1597	0.0122811265640204	15842	21916000	69
20221022 043938	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	284	1	1	1	0.1	50	0.5	FALSE	102191	0.053581199949974	0.452615065018926	3511	1525	0.0159903697589446	14651	23338000	70
20221022 044059	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	695	1	1	1	0.1	50	0.5	FALSE	102191	0.0789114620992879	0.43637621597508	4478	216	0.00467172644431319	15881	20158000	71
20221022 044315	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	839	1	1	1	0.1	50	0.5	FALSE	102191	0.0576381846420898	0.36790920335534	287	1964	1.47161541269193e-06	11591	23458000	72
20221022 044537	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1554	1	1	1	0.1	50	0.5	FALSE	102191	0.0755733730128035	0.346638435242092	4195	1342	0.000841199018509048	13943	21634000	73
20221022 044700	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	621	1	1	1	0.1	50	0.5	FALSE	102191	0.0881678920212109	0.3869838110446	1625	1442	0.000294199070486762	12125	22550000	74
20221022 044938	978	161342	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2335	1	1	1	0.1	50	0.5	FALSE	102191	0.0423641098155756	0.79899624577472	5040	276	0.00238115785885248	13287	22386000	75
