"maxdepth","minsplit","minbucket","threshold","y","dob","eol","error.message","exec.time","ei","error.model","train.time","prop.type","propose.time","se","mean"
7,965,0.132586416715378,0.0522988255787597,21410666.6666667,76,NA,NA,53.8000000000002,-316139.091664517,NA,0.346000000000458,"infill_ei",1.14699999999993,76278.9386425863,21776138.8071683
6,1017,0.105442541307132,0.0527756963255473,20937333.3333333,77,NA,NA,48.6180000000004,-292778.981665738,NA,0.224999999999454,"infill_ei",1.21799999999985,143848.059040218,21751644.5654966
7,1782,0.102597546244111,0.0517102686616651,21330666.6666667,78,NA,NA,53.8249999999998,-168265.079059131,NA,0.371000000000095,"infill_ei",1.13300000000072,369818.239162448,21499754.640594
9,907,0.269949159119409,0.0526090454242527,20300000,79,NA,NA,63.7460000000001,-60378.9462388566,NA,0.269000000000233,"infill_ei",1.13600000000042,497545.129679129,21064646.5016644
19,1851,0.201378745345835,0.0470479672300331,21349333.3333333,80,NA,NA,81.4589999999998,-44054.0962982078,NA,0.247000000000298,"infill_ei",1.4369999999999,205744.029850366,21367701.0460804
10,891,0.424099129171497,0.0520295475089013,21013333.3333333,81,NA,NA,68.607,-35678.5272763294,NA,0.259999999999309,"infill_ei",1.01299999999992,329154.12889581,21177577.8281646
9,1775,0.160875958844772,0.0527774954853055,21105333.3333333,82,NA,NA,61.7669999999998,-28278.2543484903,NA,0.215000000000146,"infill_ei",1.10299999999916,262642.842856588,21233667.2314953
7,1004,0.152148449816508,0.0514534994596412,21270666.6666667,83,NA,NA,53.5640000000003,-52652.1798050185,NA,0.375,"infill_ei",1.23799999999937,69749.0900745174,21500518.0055896
7,992,0.106403953336005,0.055929950330897,20213333.3333333,84,NA,NA,54.0069999999996,-203233.029232684,NA,0.296999999999571,"infill_ei",1.06900000000041,187502.64157533,21647631.6090514
3,145,0.00294517409643194,0.0515624836064606,18180000,85,NA,NA,28.491,-596446.066237101,NA,0.157999999999447,"infill_ei",1.10100000000057,1872246.92327621,21136860.4304385
11,2199,0.113485311879856,0.0398595889079286,20397333.3333333,86,NA,NA,71.0070000000005,-193476.047014347,NA,0.244999999999891,"infill_ei",1.125,792358.376994098,21173999.5924059
7,11,0.357562904985949,0.0609227865168978,18985333.3333333,87,NA,NA,54.7030000000004,-183966.775451473,NA,0.127999999999702,"infill_ei",1.09299999999985,1074350.4552001,20825371.9904872
13,2026,0.136845407286091,0.0501442963912203,20793333.3333333,88,NA,NA,77.0329999999994,-120053.527859639,NA,0.194999999999709,"infill_ei",1.11099999999988,342981.337391462,21425026.0199036
7,1419,0.170205083144565,0.0519665439881915,21120000,89,NA,NA,53.3029999999999,-143880.50818999,NA,0.215000000000146,"infill_ei",1.125,170447.687714795,21579595.155082
7,2152,0.102498651068326,0.052307867736194,20722666.6666667,90,NA,NA,51.4249999999993,-69156.8852867809,NA,0.38799999999992,"infill_ei",1.19399999999951,337242.373524035,21299219.9612699
6,1044,0.0283728290544092,0.0515758914096241,20728000,91,NA,NA,47.7389999999996,-39343.9341587685,NA,0.34900000000016,"infill_ei",1.11899999999969,559315.489747251,20851787.1358713
12,1218,0.401173916084417,0.0479117076486116,20554666.6666667,92,NA,NA,74.6900000000005,-38218.5447748237,NA,0.236999999999171,"infill_ei",1.27100000000064,483607.260757634,20963045.6966564
7,1617,0.0974718694351236,0.0435242187490105,20973333.3333333,93,NA,NA,53.884,-33572.8563597565,NA,0.392000000001644,"infill_ei",1.18000000000029,679018.999159026,20603805.8831957
20,2022,0.213575333487462,0.0458594997816202,21026666.6666667,94,NA,NA,79.8199999999997,-33865.1568341751,NA,0.40099999999984,"infill_ei",1.121000000001,270725.818544949,21249563.3312123
18,1921,0.170602681546327,0.0411382348167825,20550666.6666667,95,NA,NA,84.646999999999,-40733.9361767984,NA,0.40099999999984,"infill_ei",1.18299999999908,432112.690637342,21056262.6589154
17,1844,0.201758905784052,0.0549432825585087,21145333.3333333,96,NA,NA,82.244999999999,-31783.5545142743,NA,0.394999999998618,"infill_ei",1.17900000000009,406850.380069976,21039482.8983376
10,437,0.489358287112367,0.0460388399856294,19933333.3333333,97,NA,NA,69.5550000000003,-27873.5887455809,NA,0.298999999999069,"infill_ei",1.26499999999942,625968.451845481,20639719.6156177
7,823,0.181379918744446,0.0517575216374273,21628000,98,NA,NA,54.9639999999999,-104134.154608603,NA,0.54700000000048,"infill_ei",1.19800000000032,200141.274976324,21504625.5047356
11,1919,0.303747195768385,0.0418478780699366,20270666.6666667,99,NA,NA,68.9650000000001,-13112.9831053016,NA,0.47400000000016,"infill_ei",1.17199999999866,665509.889715355,20517100.9634924
15,885,0.364591688142518,0.058610848333449,19624000,100,NA,NA,85.2929999999997,-9501.85415285637,NA,0.239999999999782,"infill_ei",1.13900000000103,804787.575105831,20119382.2308167
